,id,title,all
948,10393,The Replacements,howard deutch keanu reeves comedy american football
949,71552,American Reunion,jon hurwitz jason biggs comedy wife husband relationship
950,9631,The Negotiator,f. gary gray samuel l. jackson action corruption
951,216282,Into the Storm,steven quale richard armitage action tornado
952,306,Beverly Hills Cop III,john landis eddie murphy action detective
953,928,Gremlins 2: The New Batch,joe dante zach galligan comedy new york
954,205587,The Judge,david dobkin robert duvall drama father son relationship
955,6623,The Peacemaker,mimi leder george clooney action helicopter
956,1577,Resident Evil: Apocalypse,alexander witt milla jovovich horror martial arts
957,9801,Bridget Jones: The Edge of Reason,beeban kidron renée zellweger comedy london england
958,2116,Out of Time,carl franklin denzel washington thriller miami
959,9624,On Deadly Ground,steven seagal steven seagal action fight
960,14199,The Adventures of Sharkboy and Lavagirl,robert rodriguez taylor lautner adventure imaginary friend
961,1907,The Beach,danny boyle leonardo dicaprio drama hippie
962,4599,Raising Helen,garry marshall kate hudson drama new york
963,22832,Ninja Assassin,james mcteigue rain action assassination
964,10390,For Love of the Game,sam raimi kevin costner drama baseball
965,9879,Striptease,andrew bergman demi moore drama blackmail
968,11892,Murder by Numbers,barbet schroeder sandra bullock crime detective
969,9691,Assassins,richard donner sylvester stallone action competition
970,1248,Hannibal Rising,peter webber gaspard ulliel crime winter
971,12220,The Story of Us,rob reiner bruce willis comedy love of one's life
972,72710,The Host,andrew niccol saoirse ronan action based on novel
973,10782,Basic,john mctiernan john travolta action drug addiction
974,9573,Blood Work,clint eastwood clint eastwood crime houseboat
975,4959,The International,tom tykwer clive owen drama duringcreditsstinger
976,10061,Escape from L.A.,john carpenter kurt russell action prison
977,10386,The Iron Giant,brad bird eli marienthal adventure cold war
978,421,The Life Aquatic with Steve Zissou,wes anderson bill murray adventure ocean
979,316152,Free State of Jones,gary ross matthew mcconaughey war slavery
980,11615,The Life of David Gale,alan parker kevin spacey drama prison
982,241554,Run All Night,jaume collet-serra liam neeson action hitman
983,2252,Eastern Promises,david cronenberg naomi watts thriller london england
984,11968,Into the Blue,john stockwell paul walker action diving
985,10047,The Messenger: The Story of Joan of Arc,luc besson milla jovovich adventure schizophrenia
986,38319,Your Highness,david gordon green danny mcbride comedy kidnapping
987,69668,Dream House,jim sheridan daniel craig drama house fire
988,9770,Mad City,costa-gavras john travolta action journalist
989,11212,Baby's Day Out,patrick read johnson joe mantegna action baby
990,10533,The Scarlet Letter,roland joffé demi moore drama based on novel
991,38363,Fair Game,doug liman naomi watts drama cia
992,9923,Domino,tony scott keira knightley action bounty hunter
993,11863,Jade,william friedkin david caruso action callgirl
994,18501,Gamer,brian taylor gerard butler action dystopia
995,109491,Beautiful Creatures,richard lagravenese alden ehrenreich fantasy civil war
996,9275,Death to Smoochy,danny devito robin williams comedy corruption
997,329833,Zoolander 2,ben stiller ben stiller comedy stupidity
998,12634,The Big Bounce,george armitage owen wilson comedy hotel
999,10416,What Planet Are You From?,mike nichols garry shandling comedy noises
1000,47327,Drive Angry,patrick lussier nicolas cage fantasy bone
1001,15268,Street Fighter: The Legend of Chun-Li,andrzej bartkowiak kristin kreuk action martial arts
1002,10796,The One,james wong jet li action dual identity
1003,9548,The Adventures of Ford Fairlane,renny harlin andrew dice clay action rock and roll
1004,18947,The Boat That Rocked,richard curtis tom sturridge drama great britain
1005,1900,Traffic,steven soderbergh michael douglas thriller usa
1006,89,Indiana Jones and the Last Crusade,steven spielberg harrison ford adventure saving the world
1007,96724,Anna Karenina,joe wright keira knightley drama based on novel
1008,198184,Chappie,neill blomkamp sharlto copley crime artificial intelligence
1009,9481,The Bone Collector,phillip noyce denzel washington drama paraplegic
1010,4547,Panic Room,david fincher jodie foster crime burglar
1011,53953,The Tooth Fairy,chuck bowman lochlyn munro horror gore
1012,6415,Three Kings,david o. russell george clooney action gold
1013,181283,Child 44,daniel espinosa tom hardy crime based on novel
1014,9896,Rat Race,jerry zucker cuba gooding jr. adventure casino
1015,167,K-PAX,iain softley jeff bridges drama robbery
1016,11232,Kate & Leopold,james mangold meg ryan comedy lover (female)
1017,1636,Bedazzled,harold ramis elizabeth hurley fantasy love of one's life
1018,2148,The Cotton Club,francis ford coppola richard gere music jazz
1019,5176,3:10 to Yuma,james mangold russell crowe western saloon
1020,260346,Taken 3,olivier megaton liam neeson thriller revenge
1021,1389,Out of Sight,steven soderbergh george clooney romance journalist
1022,9894,The Cable Guy,ben stiller jim carrey comedy prison
1023,7504,Earth,deepa mehta aamir khan drama based on novel
1024,8592,Dick Tracy,warren beatty warren beatty adventure corruption
1025,913,The Thomas Crown Affair,john mctiernan pierce brosnan drama martinique
1026,11091,Riding in Cars with Boys,penny marshall drew barrymore comedy baby
1027,1368,First Blood,ted kotcheff sylvester stallone action prison
1028,593,Solaris,andrei tarkovsky donatas banionis drama 1970s
1029,5393,Happily N'Ever After,yvette kaplan george carlin animation dwarves
1030,9095,Mary Reilly,stephen frears julia roberts drama servant
1031,8874,My Best Friend's Wedding,p.j. hogan julia roberts comedy karaoke
1032,11467,America's Sweethearts,joe roth julia roberts comedy film business
1033,320,Insomnia,christopher nolan al pacino crime detective
1034,199,Star Trek: First Contact,jonathan frakes patrick stewart science fiction federation
1035,20533,Jonah Hex,jimmy hayward josh brolin action gunslinger
1036,10684,Courage Under Fire,edward zwick denzel washington drama gulf war
1037,1624,Liar Liar,tom shadyac jim carrey comedy california
1038,325789,The Infiltrator,brad furman bryan cranston crime undercover
1040,888,The Flintstones,brian levant john goodman fantasy manager
1041,82675,Taken 2,olivier megaton liam neeson action kidnapping
1042,4256,Scary Movie 3,david zucker pamela anderson comedy horror spoof
1043,1493,Miss Congeniality,donald petrie sandra bullock comedy undercover agent
1044,88751,Journey to the Center of the Earth,eric brevig brendan fraser action volcano
1045,11130,The Princess Diaries 2: Royal Engagement,garry marshall anne hathaway comedy coronation
1046,9944,The Pelican Brief,alan j. pakula julia roberts drama judge
1047,10731,The Client,joel schumacher susan sarandon drama suicide
1048,7350,The Bucket List,rob reiner jack nicholson drama africa
1049,9869,Patriot Games,phillip noyce harrison ford drama assassination
1050,4379,Monster-in-Law,robert luketic jennifer lopez romance bad mother-in-law
1051,146233,Prisoners,denis villeneuve hugh jackman drama pennsylvania
1052,2034,Training Day,antoine fuqua denzel washington action police brutality
1053,926,Galaxy Quest,dean parisot tim allen comedy space battle
1054,4248,Scary Movie 2,keenen ivory wayans anna faris comedy sex
1055,64328,The Muppets,james bobin amy adams comedy musical
1056,36647,Blade,stephen norrington wesley snipes horror suicide
1057,7214,Coach Carter,thomas carter samuel l. jackson drama black people
1058,1537,Changing Lanes,roger michell ben affleck action new york
1059,9360,Anaconda,luis llosa jennifer lopez adventure amazon
1060,6282,Coyote Ugly,david mcnally piper perabo comedy bar
1061,508,Love Actually,richard curtis keira knightley comedy london england
1062,9487,A Bug's Life,andrew stanton kevin spacey adventure winter
1063,768,From Hell,albert hughes johnny depp horror loss of family
1064,2636,The Specialist,luis llosa sylvester stallone action explosive
1065,10478,Tin Cup,ron shelton kevin costner comedy lover (female)
1066,27983,"Yours, Mine and Ours",melville shavelson lucille ball comedy nurse
1067,9981,Kicking & Screaming,jesse dylan will ferrell romance father son relationship
1068,7453,The Hitchhiker's Guide to the Galaxy,garth jennings martin freeman adventure bureaucracy
1070,7737,Resident Evil: Extinction,russell mulcahy milla jovovich horror clone
1071,232672,Blended,frank coraci drew barrymore comedy africa
1073,8987,The River Wild,curtis hanson meryl streep action river
1074,11359,The Indian in the Cupboard,frank oz hal scardino adventure cupboard
1075,82525,Savages,oliver stone blake lively crime widow
1076,9759,Cellular,david r. ellis chris evans action bank
1077,9486,Johnny English,peter howitt rowan atkinson adventure spy
1078,9906,The Ant Bully,john a. davis julia roberts fantasy ant
1079,841,Dune,david lynch kyle maclachlan action prophecy
1080,4688,Across the Universe,julie taymor evan rachel wood adventure riot
1081,4148,Revolutionary Road,sam mendes leonardo dicaprio drama adultery
1082,2207,16 Blocks,richard donner bruce willis action mission of murder
1083,9381,Babylon A.D.,mathieu kassovitz vin diesel action submarine
1084,9625,The Glimmer Man,john gray steven seagal action secret agent
1085,9304,Multiplicity,harold ramis michael keaton comedy clone
1086,20856,Aliens in the Attic,john schultz carter jenkins adventure alien
1087,5955,The Pledge,sean penn jack nicholson crime promise
1088,9899,The Producers,susan stroman matthew broderick comedy cheating
1089,9826,The Phantom,simon wincer billy zane adventure secret identity
1090,21355,All the Pretty Horses,billy bob thornton matt damon drama dancing
1091,10858,Nixon,oliver stone anthony hopkins history usa president
1092,11439,The Ghost Writer,roman polanski ewan mcgregor thriller london england
1093,9457,Deep Rising,stephen sommers treat williams adventure ocean liner
1094,12412,Miracle at St. Anna,spike lee derek luke drama black people
1095,1494,Curse of the Golden Flower,zhang yimou chow yun-fat action poison
1096,13184,Bangkok Dangerous,danny pang nicolas cage action assassin
1097,2185,Big Trouble,barry sonnenfeld tim allen action gadfly
1098,6639,Love in the Time of Cholera,mike newell javier bardem drama sex
1100,58233,Johnny English Reborn,oliver parker rowan atkinson crime buddhist monk
1101,116977,Foodfight!,lawrence kasanoff charlie sheen animation supermarket
1102,68734,Argo,ben affleck ben affleck drama cia
1103,5503,The Fugitive,andrew davis harrison ford adventure chicago
1104,27573,The Bounty Hunter,andy tennant gerard butler action bounty hunter
1105,819,Sleepers,barry levinson robert de niro crime child abuse
1106,1369,Rambo: First Blood Part II,george p. cosmatos sylvester stallone action usa
1107,9623,The Juror,brian gibson demi moore drama jurors
1108,10895,Pinocchio,ben sharpsteen mel blanc animation italy
1109,10935,Heaven's Gate,michael cimino kris kristofferson action montana
1110,834,Underworld: Evolution,len wiseman kate beckinsale fantasy budapest
1111,228066,Victor Frankenstein,paul mcguigan james mcavoy drama london england
1112,711,Finding Forrester,gus van sant sean connery drama upper class
1113,10468,28 Days,betty thomas sandra bullock comedy alcoholism
1114,10027,Unleashed,louis leterrier jet li action martial arts
1115,11812,The Sweetest Thing,roger kumble cameron diaz romance roommate
1116,37233,The Firm,sydney pollack tom cruise drama fbi
1117,37950,Charlie St. Cloud,burr steers zac efron drama brother brother relationship
1118,27582,The Mechanic,simon west jason statham action poison
1119,64688,21 Jump Street,phil lord channing tatum action male friendship
1120,509,Notting Hill,roger michell julia roberts romance london england
1121,7443,Chicken Run,nick park mel gibson animation chicken
1122,5966,Along Came Polly,john hamburg ben stiller comedy beach
1123,11066,Boomerang,reginald hudlin eddie murphy comedy role of women
1124,136795,The Heat,paul feig sandra bullock action boston
1125,8095,Cleopatra,joseph l. mankiewicz elizabeth taylor drama ancient rome
1126,87826,Here Comes the Boom,frank coraci salma hayek comedy high school teacher
1127,11560,High Crimes,carl franklin ashley judd drama based on novel
1128,25189,The Mirror Has Two Faces,barbra streisand barbra streisand comedy sex
1129,2637,The Mothman Prophecies,mark pellington richard gere drama based on novel
1130,18480,Brüno,larry charles sacha baron cohen comedy gay
1131,709,Licence to Kill,john glen timothy dalton adventure corruption
1132,49730,Red Riding Hood,catherine hardwicke amanda seyfried fantasy winter
1133,2749,15 Minutes,john herzfeld robert de niro action new york
1134,9607,Super Mario Bros.,annabel jankel bob hoskins adventure saving the world
1135,1830,Lord of War,andrew niccol nicolas cage crime cold war
1136,79,Hero,zhang yimou jet li drama countryside
1137,54054,One for the Money,julie anne robinson katherine heigl action bounty hunter
1138,228967,The Interview,seth rogen james franco action cia
1139,46528,The Warrior's Way,sngmoo lee kate bosworth adventure assassin
1140,27936,Micmacs,jean-pierre jeunet dany boon action unemployment
1141,65,8 Mile,curtis hanson eminem drama individual
1142,280391,Why I Did (Not) Eat My Father,jamel debbouze jamel debbouze adventure animation
1143,9476,A Knight's Tale,brian helgeland heath ledger adventure poetry
1144,10610,The Medallion,gordon chan jackie chan thriller detective
1145,745,The Sixth Sense,m. night shyamalan bruce willis mystery child abuse
1146,49527,Man on a Ledge,asger leth sam worthington action deception
1147,73937,The Big Year,david frankel owen wilson comedy helicopter
1148,1885,The Karate Kid,john g. avildsen ralph macchio drama flat
1149,168672,American Hustle,david o. russell christian bale drama con artist
1150,18240,The Proposal,anne fletcher sandra bullock comedy fictitious marriage
1151,10398,Double Jeopardy,bruce beresford tommy lee jones crime prison
1152,165,Back to the Future Part II,robert zemeckis michael j. fox adventure skateboarding
1153,240832,Lucy,luc besson scarlett johansson action artificial intelligence
1154,216015,Fifty Shades of Grey,sam taylor-johnson dakota johnson drama based on novel
1155,12279,Spy Kids 3-D: Game Over,robert rodriguez antonio banderas action video game
1156,1645,A Time to Kill,joel schumacher matthew mcconaughey crime ku klux klan
1157,11007,Cheaper by the Dozen,shawn levy steve martin comedy big family
1158,193756,Lone Survivor,peter berg mark wahlberg action war
1159,11287,A League of Their Own,penny marshall tom hanks comedy baseball
1160,259693,The Conjuring 2,james wan patrick wilson horror london england
1161,37799,The Social Network,david fincher jesse eisenberg drama hacker
1162,10184,He's Just Not That Into You,ken kwapis ben affleck comedy relationship
1163,4257,Scary Movie 4,david zucker anna faris comedy haunted house
1164,4234,Scream 3,wes craven david arquette horror mask
1165,196,Back to the Future Part III,robert zemeckis michael j. fox adventure railroad robber
1166,257091,Get Hard,etan cohen will ferrell comedy prison
1167,6114,Dracula,francis ford coppola gary oldman romance adultery
1168,24803,Julie & Julia,nora ephron meryl streep romance cooking
1169,109410,42,brian helgeland chadwick boseman drama baseball
1170,1213,The Talented Mr. Ripley,anthony minghella matt damon thriller venice
1171,100042,Dumb and Dumber To,bobby farrelly jim carrey comedy friendship
1172,9036,Eight Below,frank marshall paul walker adventure expedition
1173,257211,The Intern,nancy meyers robert de niro comedy intern
1174,323675,Ride Along 2,tim story kevin hart action police
1175,9361,The Last of the Mohicans,michael mann daniel day-lewis action secret love
1176,1677,Ray,taylor hackford jamie foxx drama black people
1177,187,Sin City,robert rodriguez jessica alba action dystopia
1178,7461,Vantage Point,pete travis dennis quaid drama bomb
1179,16538,"I Love You, Man",john hamburg paul rudd comedy poker
1180,9889,Shallow Hal,bobby farrelly gwyneth paltrow comedy overweight
1181,820,JFK,oliver stone kevin costner drama assassination
1182,11565,Big Momma's House 2,john whitesell martin lawrence comedy undercover
1183,6073,The Mexican,gore verbinski brad pitt action kidnapping
1184,16996,17 Again,burr steers zac efron comedy high school
1185,193610,The Other Woman,nick cassavetes cameron diaz comedy infidelity
1186,19912,The Final Destination,david r. ellis bobby campo horror car race
1187,296098,Bridge of Spies,steven spielberg tom hanks thriller spy
1188,8007,Behind Enemy Lines,john moore owen wilson action helicopter
1189,32823,Get Him to the Greek,nicholas stoller jonah hill comedy aftercreditsstinger
1190,4380,Shall We Dance?,peter chelsom richard gere drama jealousy
1191,11551,Small Soldiers,joe dante gregory smith comedy defense industry
1192,10336,Spawn,mark a.z. dippé michael jai white action anti hero
1193,11362,The Count of Monte Cristo,kevin reynolds jim caviezel action loss of lover
1194,50348,The Lincoln Lawyer,brad furman matthew mcconaughey crime judge
1195,48138,Unknown,jaume collet-serra liam neeson action taxi
1196,1124,The Prestige,christopher nolan hugh jackman drama competition
1197,227159,Horrible Bosses 2,sean anders jason bateman comedy prison
1198,68179,Escape from Planet Earth,callan brunker brendan fraser animation spaceship
1199,1579,Apocalypto,mel gibson rudy youngblood action loss of family
1200,708,The Living Daylights,john glen timothy dalton action london england
1201,34851,Predators,nimród antal topher grace action hunter
1202,9930,Legal Eagles,ivan reitman robert redford comedy court case
1203,1586,Secret Window,david koepp johnny depp thriller alcohol
1204,2044,The Lake House,alejandro agresti keanu reeves romance chicago
1205,9913,The Skeleton Key,iain softley kate hudson drama nurse
1206,71864,The Odd Life of Timothy Green,peter hedges jennifer garner fantasy green
1207,10761,Made of Honor,paul weiland patrick dempsey comedy scotland
1208,209451,Jersey Boys,clint eastwood christopher walken music biography
1209,11975,The Rainmaker,francis ford coppola matt damon drama jurors
1210,4970,Gothika,mathieu kassovitz halle berry horror amnesia
1211,11831,Amistad,steven spielberg morgan freeman drama cuba
1212,9096,Medicine Man,john mctiernan sean connery adventure medicine
1213,440,Aliens vs Predator: Requiem,colin strause steven pasquale fantasy predator
1214,11011,Ri¢hie Ri¢h,donald petrie macaulay culkin comedy family
1215,10641,Autumn in New York,joan chen richard gere drama new love
1216,11172,Music and Lyrics,marc lawrence drew barrymore comedy pop star
1217,39513,Paul,greg mottola seth rogen adventure san diego
1218,82687,The Guilt Trip,anne fletcher seth rogen comedy inventor
1219,41446,Scream 4,wes craven david arquette horror sheriff
1220,8224,8MM,joel schumacher nicolas cage thriller pornography
1221,10537,The Doors,oliver stone val kilmer drama hippie
1222,225886,Sex Tape,jake kasdan cameron diaz comedy marriage
1223,10385,Hanging Up,diane keaton meg ryan comedy sister sister relationship
1224,55779,Final Destination 5,steven quale emma bell horror premonition
1225,10154,Mickey Blue Eyes,kelly makin hugh grant comedy new york
1226,10647,Pay It Forward,mimi leder kevin spacey drama child's point of view
1227,11431,Fever Pitch,bobby farrelly drew barrymore comedy baseball
1228,8457,Drillbit Taylor,steven brill owen wilson comedy prison
1229,188161,A Million Ways to Die in the West,seth macfarlane seth macfarlane comedy gunslinger
1230,8850,The Shadow,russell mulcahy alec baldwin adventure new york
1231,64685,Extremely Loud & Incredibly Close,stephen daldry thomas horn drama based on novel
1232,38357,Morning Glory,roger michell rachel mcadams comedy work ethic
1233,10060,Get Rich or Die Tryin',jim sheridan 50 cent drama loss of mother
1234,11398,The Art of War,christian duguay wesley snipes crime china
1235,1833,Rent,chris columbus anthony rapp drama gay
1236,10391,Bless the Child,chuck russell kim basinger drama sister sister relationship
1237,8970,The Out-of-Towners,sam weisman steve martin comedy new york
1238,9306,The Island of Dr. Moreau,john frankenheimer marlon brando fantasy monster
1239,11370,The Musketeer,peter hyams catherine deneuve action loss of family
1240,12184,The Other Boleyn Girl,justin chadwick natalie portman drama england
1241,1921,Sweet November,pat o'connor keanu reeves drama workaholic
1242,1683,The Reaping,stephen hopkins hilary swank horror river
1243,203,Mean Streets,martin scorsese harvey keitel drama epilepsy
1244,11858,Renaissance Man,penny marshall danny devito comedy vietnam veteran
1245,62835,Colombiana,olivier megaton zoe saldana action street gang
1247,13536,City By The Sea,michael caton-jones robert de niro crime murder
1248,15556,At First Sight,irwin winkler val kilmer drama blind
1249,10718,Torque,joseph kahn martin henderson action ex-girlfriend
1250,11062,City Hall,harold becker al pacino drama corruption
1251,10802,Showgirls,paul verhoeven elizabeth berkley drama dancing
1252,1887,Marie Antoinette,sofia coppola kirsten dunst drama shoe
1253,6071,Kiss of Death,barbet schroeder david caruso action hoodlum
1254,10461,Get Carter,stephen t. kay sylvester stallone action ritual
1255,80278,The Impossible,juan antonio bayona naomi watts thriller thailand
1256,12704,Ishtar,elaine may warren beatty action wilderness
1257,10315,Fantastic Mr. Fox,wes anderson george clooney adventure fox
1259,2687,Memoirs of an Invisible Man,john carpenter chevy chase comedy invisible man
1260,194,Amélie,jean-pierre jeunet audrey tautou comedy paris
1261,11025,New York Minute,dennie gordon ashley olsen comedy twin sister
1262,8849,Alfie,charles shyer jude law comedy new york
1263,78698,Big Miracle,ken kwapis drew barrymore adventure whale
1264,30943,The Deep End of the Ocean,ulu grosbard michelle pfeiffer drama kidnapping
1265,9544,FearDotCom,william malone stephen dorff horror race against time
1266,24418,Cirque du Freak: The Vampire's Assistant,paul weitz john c. reilly adventure vampire
1268,14655,Soul Men,malcolm d. lee samuel l. jackson comedy duringcreditsstinger
1270,10366,Universal Soldier: The Return,mic rodgers jean-claude van damme action super computer
1271,19898,Pandorum,christian alvart ben foster action dystopia
1272,4965,Impostor,gary fleder gary sinise action android
1273,15074,Extreme Ops,christian duguay devon sawa action ski
1274,56715,Just Visiting,jean-marie poiré jean reno comedy time travel
1275,1272,Sunshine,danny boyle cillian murphy science fiction saving the world
1276,72358,A Thousand Words,brian robbins eddie murphy drama liar
1278,266396,The Gunman,pierre morel sean penn action assassin
1279,9978,Stormbreaker,geoffrey sax alex pettyfer adventure england
1280,8271,Disturbia,d.j. caruso shia labeouf thriller kidnapping
1281,10428,Hackers,iain softley jonny lee miller action female nudity
1282,5353,The Hunting Party,richard shepard richard gere action civil war
1283,11934,The Hudsucker Proxy,joel coen tim robbins comedy suicide
1284,14392,The Warlords,peter chan jet li action assassin
1286,110415,Snowpiercer,bong joon-ho chris evans action father son relationship
1287,77459,A Monster in Paris,bibo bergeron vanessa paradis adventure monster
1289,9495,The Crow,alex proyas brandon lee fantasy halloween
1290,256040,Baahubali: The Beginning,s.s. rajamouli prabhas action kingdom
1291,24420,The Time Traveler's Wife,robert schwentke eric bana drama chicago
1292,1257,Because I Said So,michael lehmann diane keaton comedy mother
1293,62214,Frankenweenie,tim burton charlie tahan animation shyness
1294,16320,Serenity,joss whedon nathan fillion science fiction martial arts
1295,8842,Against the Ropes,charles s. dutton meg ryan romance biography
1296,9531,Superman III,richard lester christopher reeve comedy saving the world
1297,64807,Grudge Match,peter segal robert de niro comedy father son relationship
1298,12289,Red Cliff,john woo chang chen adventure flaming arrow
1299,11529,Sweet Home Alabama,andy tennant reese witherspoon comedy new york
1300,20943,The Ugly Truth,robert luketic katherine heigl comedy romantic comedy
1301,9099,Sgt. Bilko,jonathan lynn steve martin comedy gulf war
1302,9488,Spy Kids 2: The Island of Lost Dreams,robert rodriguez antonio banderas action spy
1303,193,Star Trek: Generations,david carson patrick stewart science fiction based on tv series
1304,44865,The Grandmaster,wong kar-wai tony leung chiu-wai action martial arts
1305,55787,Water for Elephants,francis lawrence robert pattinson drama clown
1307,10400,The Hurricane,norman jewison denzel washington drama prison
1308,1957,Enough,michael apted jennifer lopez drama waitress
1309,10833,Heartbreakers,david mirkin sigourney weaver crime cons and scams
1310,256961,Paul Blart: Mall Cop 2,andy fickman kevin james action shopping mall
1311,5852,Angel Eyes,luis mandoki jennifer lopez drama car crash
1312,12312,Joe Somebody,john pasquin tim allen comedy profession
1313,622,The Ninth Gate,roman polanski johnny depp horror new york
1314,11306,Extreme Measures,michael apted hugh grant drama new york
1315,12508,Rock Star,stephen herek mark wahlberg music rock star
1316,25793,Precious,lee daniels gabourey sidibe drama aids
1317,10534,White Squall,ridley scott jeff bridges action sailing trip
1318,1091,The Thing,john carpenter kurt russell horror ice
1319,87421,Riddick,david twohy vin diesel science fiction dystopia
1320,10871,Switchback,jeb stuart dennis quaid action loss of son
1321,13503,Texas Rangers,steve miner james van der beek action underwear
1322,13600,City of Ember,gil kenan saoirse ronan adventure underground world
1323,68722,The Master,paul thomas anderson joaquin phoenix drama post traumatic stress  disorder
1325,14325,The Express,gary fleder rob brown drama american football
1326,299687,The 5th Wave,j blakeson chloë grace moretz adventure based on novel
1327,312221,Creed,ryan coogler michael b. jordan drama underdog
1328,23168,The Town,ben affleck ben affleck crime based on novel
1329,76494,What to Expect When You're Expecting,kirk jones cameron diaz romance based on novel
1330,4944,Burn After Reading,joel coen george clooney comedy blackmail
1331,10488,Nim's Island,jennifer flackett abigail breslin adventure fictional place
1332,96721,Rush,ron howard daniel brühl drama world champion
1333,334,Magnolia,paul thomas anderson julianne moore drama farewell
1334,23742,Cop Out,kevin smith bruce willis action new york
1335,259694,How to Be Single,christian ditter dakota johnson comedy new york
1336,62837,Dolphin Tale,charles martin smith morgan freeman drama dolphin
1337,8966,Twilight,catherine hardwicke kristen stewart adventure soulmates
1338,8470,John Q,nick cassavetes denzel washington drama father son relationship
1339,11001,Blue Streak,les mayfield martin lawrence action robbery
1340,138832,We're the Millers,rawson marshall thurber jason sudeikis comedy mexico
1341,16911,The Inhabited Island,fyodor bondarchuk vasily stepanov action based on novel
1342,2163,Breakdown,jonathan mostow kurt russell drama california
1343,36670,Never Say Never Again,irvin kershner sean connery adventure video game
1344,23048,Hot Tub Time Machine,steve pink john cusack science fiction female nudity
1345,227735,Dolphin Tale 2,charles martin smith morgan freeman family dolphin
1346,2155,Reindeer Games,john frankenheimer ben affleck thriller prison
1347,8409,A Man Apart,f. gary gray vin diesel action repayment
1348,222936,Aloha,cameron crowe bradley cooper drama love triangle
1349,31908,Ghosts of Mississippi,rob reiner alec baldwin history assassin
1350,10219,Snow Falling on Cedars,scott hicks ethan hawke drama journalist
1351,48171,The Rite,mikael håfström anthony hopkins drama vatican
1352,782,Gattaca,andrew niccol ethan hawke thriller paraplegic
1353,75531,Isn't She Great,andrew bergman bette midler drama autism
1354,11802,Space Chimps,kirk de micco andy samberg animation space marine
1355,9776,Head of State,chris rock chris rock comedy usa
1356,18785,The Hangover,todd phillips bradley cooper comedy underwear
1357,365222,Ip Man 3,wilson yip donnie yen action biography
1358,817,Austin Powers: The Spy Who Shagged Me,jay roach mike myers adventure saving the world
1359,268,Batman,tim burton jack nicholson fantasy double life
1360,45054,There Be Dragons,roland joffé charlie cox drama spanish civil war
1361,943,Lethal Weapon 3,richard donner mel gibson adventure rookie cop
1362,22881,The Blind Side,john lee hancock sandra bullock drama american football
1363,10054,Spy Kids,robert rodriguez alexa penavega action double life
1364,51540,Horrible Bosses,seth gordon jennifer aniston comedy conspiracy of murder
1365,44264,True Grit,joel coen jeff bridges drama loss of father
1366,350,The Devil Wears Prada,david frankel meryl streep comedy paris
1367,152,Star Trek: The Motion Picture,robert wise william shatner science fiction artificial intelligence
1369,1598,Cape Fear,martin scorsese robert de niro crime prison
1370,8065,21,robert luketic jim sturgess drama gambling
1371,271718,Trainwreck,judd apatow amy schumer comedy alcohol
1372,11638,Guess Who,kevin rodney sullivan bernie mac comedy black people
1373,409,The English Patient,anthony minghella ralph fiennes drama cairo
1374,2118,L.A. Confidential,curtis hanson kevin spacey crime corruption
1375,11459,Sky High,mike mitchell michael angarano adventure hero
1376,10806,In & Out,frank oz kevin kline comedy gay
1377,9348,Species,roger donaldson natasha henstridge science fiction telepathy
1378,377,A Nightmare on Elm Street,wes craven john saxon horror child murderer
1379,8843,The Cell,tarsem singh jennifer lopez horror drowning
1380,9313,The Man in the Iron Mask,randall wallace leonardo dicaprio action france
1381,39486,Secretariat,randall wallace diane lane drama horse race
1382,1273,TMNT,kevin munroe chris evans adventure new york
1383,13920,Radio,mike tollin cuba gooding jr. drama biography
1384,50544,Friends with Benefits,will gluck justin timberlake romance funeral
1385,325133,Neighbors 2: Sorority Rising,nicholas stoller seth rogen comedy alcohol
1386,140823,Saving Mr. Banks,john lee hancock emma thompson comedy biography
1387,1883,Malcolm X,spike lee denzel washington drama islam
1388,89492,This Is 40,judd apatow paul rudd comedy wife husband relationship
1389,22949,Old Dogs,walt becker robin williams comedy japanese
1390,12437,Underworld: Rise of the Lycans,patrick tatopoulos bill nighy fantasy prison
1391,2959,License to Wed,ken kwapis robin williams comedy new love
1392,9957,The Benchwarmers,dennis dugan jon heder comedy baseball
1393,11648,Must Love Dogs,gary david goldberg diane lane comedy sister sister relationship
1394,9366,Donnie Brasco,mike newell johnny depp crime undercover
1395,1576,Resident Evil,paul w.s. anderson milla jovovich horror undercover
1396,609,Poltergeist,tobe hooper craig t. nelson horror medium
1397,5516,The Ladykillers,joel coen tom hanks comedy church choir
1398,13051,Max Payne,john moore mark wahlberg action assassin
1399,49530,In Time,andrew niccol justin timberlake action bank
1400,34806,The Back-Up Plan,alan poul jennifer lopez comedy kiss
1401,49022,Something Borrowed,luke greenfield kate hudson comedy new york
1402,11469,Black Knight,gil junger martin lawrence adventure england
1403,23479,The Bad News Bears,michael ritchie walter matthau comedy baseball
1404,11667,Street Fighter,steven e. de souza jean-claude van damme action dictator
1405,423,The Pianist,roman polanski adrien brody drama individual
1406,2447,The Nativity Story,catherine hardwicke keisha castle-hughes drama jesus christ
1407,10066,House of Wax,jaume collet-serra elisha cuthbert horror american football
1408,2288,Closer,mike nichols julia roberts drama father son relationship
1409,88794,J. Edgar,clint eastwood leonardo dicaprio drama biography
1410,13515,Mirrors,alexandre aja kiefer sutherland horror schizophrenia
1411,11979,Queen of the Damned,michael rymer stuart townsend drama queen
